n,insertTime,mergeTime
1617,285.0668430328369,2.956867218017578
11944,15791.970014572144,27.010202407836914
21375,50105.30209541321,50.57883262634277
30433,101282.87315368652,74.05519485473633
40119,177374.94087219238,102.17905044555664
50517,284978.46603393555,131.17527961730957
