n  ,algo   ,time                  ,comparisons
11 ,insert ,0.014066696166992188  ,         55
11 ,merge  ,0.010251998901367188  ,         26
11 ,hybrid ,0.008821487426757812  ,         26
12 ,insert ,0.015020370483398438  ,         66
12 ,merge  ,0.012159347534179688  ,         29
12 ,hybrid ,0.008821487426757812  ,         31
13 ,insert ,0.02288818359375      ,         78
13 ,merge  ,0.013113021850585938  ,         33
13 ,hybrid ,0.011205673217773438  ,         36
14 ,insert ,0.02384185791015625   ,         91
14 ,merge  ,0.015020370483398438  ,         38
14 ,hybrid ,0.013113021850585938  ,         41
15 ,insert ,0.024080276489257812  ,        105
15 ,merge  ,0.015974044799804688  ,         43
15 ,hybrid ,0.011920928955078125  ,         47
16 ,insert ,0.031948089599609375  ,        120
16 ,merge  ,0.0171661376953125    ,         45
16 ,hybrid ,0.014781951904296875  ,         51
17 ,insert ,0.032901763916015625  ,        136
17 ,merge  ,0.019073486328125     ,         52
17 ,hybrid ,0.015735626220703125  ,         55
18 ,insert ,0.03886222839355469   ,        153
18 ,merge  ,0.020265579223632812  ,         57
18 ,hybrid ,0.016689300537109375  ,         59
19 ,insert ,0.03886222839355469   ,        171
19 ,merge  ,0.0209808349609375    ,         53
19 ,hybrid ,0.017881393432617188  ,         57
20 ,insert ,0.048160552978515625  ,        190
20 ,merge  ,0.023126602172851562  ,         63
20 ,hybrid ,0.019788742065429688  ,         64
21 ,insert ,0.04887580871582031   ,        210
21 ,merge  ,0.024080276489257812  ,         68
21 ,hybrid ,0.02002716064453125   ,         72
22 ,insert ,0.06508827209472656   ,        231
22 ,merge  ,0.025033950805664062  ,         77
22 ,hybrid ,0.0209808349609375    ,         79
23 ,insert ,0.06031990051269531   ,        253
23 ,merge  ,0.02574920654296875   ,         79
23 ,hybrid ,0.023126602172851562  ,         83
24 ,insert ,0.07128715515136719   ,        276
24 ,merge  ,0.026941299438476562  ,         80
24 ,hybrid ,0.02193450927734375   ,         82
25 ,insert ,0.07414817810058594   ,        300
25 ,merge  ,0.029802322387695312  ,         83
25 ,hybrid ,0.02384185791015625   ,         86
26 ,insert ,0.0782012939453125    ,        325
26 ,merge  ,0.030040740966796875  ,         92
26 ,hybrid ,0.025033950805664062  ,         97
27 ,insert ,0.08392333984375      ,        351
27 ,merge  ,0.031948089599609375  ,        100
27 ,hybrid ,0.026226043701171875  ,        104
28 ,insert ,0.09083747863769531   ,        378
28 ,merge  ,0.03504753112792969   ,        106
28 ,hybrid ,0.028848648071289062  ,        112
29 ,insert ,0.09918212890625      ,        406
29 ,merge  ,0.033855438232421875  ,        108
29 ,hybrid ,0.028133392333984375  ,        116
30 ,insert ,0.09822845458984375   ,        435
30 ,merge  ,0.03504753112792969   ,        109
30 ,hybrid ,0.028133392333984375  ,        120
31 ,insert ,0.11897087097167969   ,        465
31 ,merge  ,0.03600120544433594   ,        110
31 ,hybrid ,0.030994415283203125  ,        122
32 ,insert ,0.12493133544921875   ,        496
32 ,merge  ,0.04029273986816406   ,        123
32 ,hybrid ,0.033855438232421875  ,        134
33 ,insert ,0.1239776611328125    ,        528
33 ,merge  ,0.041961669921875     ,        129
33 ,hybrid ,0.03409385681152344   ,        137
34 ,insert ,0.13113021850585938   ,        561
34 ,merge  ,0.04100799560546875   ,        133
34 ,hybrid ,0.03409385681152344   ,        141
35 ,insert ,0.15306472778320312   ,        595
35 ,merge  ,0.0438690185546875    ,        141
35 ,hybrid ,0.03910064697265625   ,        150
36 ,insert ,0.1537799835205078    ,        630
36 ,merge  ,0.04410743713378906   ,        137
36 ,hybrid ,0.03695487976074219   ,        146
37 ,insert ,0.1652240753173828    ,        666
37 ,merge  ,0.04482269287109375   ,        146
37 ,hybrid ,0.03910064697265625   ,        152
38 ,insert ,0.16307830810546875   ,        703
38 ,merge  ,0.04887580871582031   ,        152
38 ,hybrid ,0.04291534423828125   ,        157
39 ,insert ,0.17309188842773438   ,        741
39 ,merge  ,0.048160552978515625  ,        162
39 ,hybrid ,0.0438690185546875    ,        163
40 ,insert ,0.17309188842773438   ,        780
40 ,merge  ,0.04982948303222656   ,        164
40 ,hybrid ,0.04410743713378906   ,        168
41 ,insert ,0.1678466796875       ,        820
41 ,merge  ,0.051021575927734375  ,        170
41 ,hybrid ,0.04506111145019531   ,        173
42 ,insert ,0.19621849060058594   ,        861
42 ,merge  ,0.051975250244140625  ,        167
42 ,hybrid ,0.04601478576660156   ,        172
43 ,insert ,0.22101402282714844   ,        903
43 ,merge  ,0.05602836608886719   ,        183
43 ,hybrid ,0.048160552978515625  ,        186
44 ,insert ,0.20575523376464844   ,        946
44 ,merge  ,0.05698204040527344   ,        185
44 ,hybrid ,0.050067901611328125  ,        187
45 ,insert ,0.22292137145996094   ,        990
45 ,merge  ,0.05626678466796875   ,        188
45 ,hybrid ,0.04887580871582031   ,        193
46 ,insert ,0.2338886260986328    ,       1035
46 ,merge  ,0.05793571472167969   ,        197
46 ,hybrid ,0.05078315734863281   ,        200
47 ,insert ,0.2238750457763672    ,       1081
47 ,merge  ,0.0591278076171875    ,        197
47 ,hybrid ,0.051021575927734375  ,        204
48 ,insert ,0.26488304138183594   ,       1128
48 ,merge  ,0.06103515625         ,        199
48 ,hybrid ,0.051975250244140625  ,        209
49 ,insert ,0.27179718017578125   ,       1176
49 ,merge  ,0.0629425048828125    ,        211
49 ,hybrid ,0.05412101745605469   ,        219
 2 ,insert ,0.0011920928955078125 ,          1
 2 ,merge  ,0.00095367431640625   ,          1
 2 ,hybrid ,0.0007152557373046875 ,          1
 3 ,insert ,0.0021457672119140625 ,          3
 3 ,merge  ,0.0021457672119140625 ,          3
 3 ,hybrid ,0.00095367431640625   ,          3
 4 ,insert ,0.0019073486328125    ,          6
 4 ,merge  ,0.0021457672119140625 ,          4
 4 ,hybrid ,0.00095367431640625   ,          6
 5 ,insert ,0.0040531158447265625 ,         10
 5 ,merge  ,0.003814697265625     ,          8
 5 ,hybrid ,0.0030994415283203125 ,          8
 6 ,insert ,0.0050067901611328125 ,         15
 6 ,merge  ,0.0050067901611328125 ,         10
 6 ,hybrid ,0.0040531158447265625 ,         11
 7 ,insert ,0.0069141387939453125 ,         21
 7 ,merge  ,0.0057220458984375    ,         13
 7 ,hybrid ,0.005245208740234375  ,         15
 8 ,insert ,0.0059604644775390625 ,         28
 8 ,merge  ,0.0069141387939453125 ,         13
 8 ,hybrid ,0.0059604644775390625 ,         16
 9 ,insert ,0.009059906005859375  ,         36
 9 ,merge  ,0.008821487426757812  ,         20
 9 ,hybrid ,0.0059604644775390625 ,         22
10 ,insert ,0.012159347534179688  ,         45
10 ,merge  ,0.010013580322265625  ,         25
10 ,hybrid ,0.009059906005859375  ,         25
11 ,insert ,0.0152587890625       ,         55
11 ,merge  ,0.010967254638671875  ,         28
11 ,hybrid ,0.008821487426757812  ,         29
12 ,insert ,0.01621246337890625   ,         66
12 ,merge  ,0.011920928955078125  ,         31
12 ,hybrid ,0.010013580322265625  ,         31
13 ,insert ,0.0209808349609375    ,         78
13 ,merge  ,0.013113021850585938  ,         35
13 ,hybrid ,0.010967254638671875  ,         38
14 ,insert ,0.022172927856445312  ,         91
14 ,merge  ,0.014781951904296875  ,         39
14 ,hybrid ,0.013113021850585938  ,         43
15 ,insert ,0.030040740966796875  ,        105
15 ,merge  ,0.015735626220703125  ,         42
15 ,hybrid ,0.012159347534179688  ,         46
16 ,insert ,0.030040740966796875  ,        120
16 ,merge  ,0.017881393432617188  ,         47
16 ,hybrid ,0.013113021850585938  ,         53
17 ,insert ,0.03886222839355469   ,        136
17 ,merge  ,0.019073486328125     ,         53
17 ,hybrid ,0.015974044799804688  ,         57
18 ,insert ,0.0438690185546875    ,        153
18 ,merge  ,0.02002716064453125   ,         58
18 ,hybrid ,0.0171661376953125    ,         61
19 ,insert ,0.04506111145019531   ,        171
19 ,merge  ,0.0209808349609375    ,         61
19 ,hybrid ,0.01811981201171875   ,         64
20 ,insert ,0.048160552978515625  ,        190
20 ,merge  ,0.02193450927734375   ,         63
20 ,hybrid ,0.018835067749023438  ,         64
21 ,insert ,0.051975250244140625  ,        210
21 ,merge  ,0.02288818359375      ,         66
21 ,hybrid ,0.019073486328125     ,         68
22 ,insert ,0.054836273193359375  ,        231
22 ,merge  ,0.025987625122070312  ,         75
22 ,hybrid ,0.022172927856445312  ,         76
23 ,insert ,0.064849853515625     ,        253
23 ,merge  ,0.027179718017578125  ,         77
23 ,hybrid ,0.022172927856445312  ,         79
24 ,insert ,0.06699562072753906   ,        276
24 ,merge  ,0.027894973754882812  ,         86
24 ,hybrid ,0.024080276489257812  ,         86
25 ,insert ,0.08106231689453125   ,        300
25 ,merge  ,0.032901763916015625  ,         86
25 ,hybrid ,0.025033950805664062  ,         89
26 ,insert ,0.0820159912109375    ,        325
26 ,merge  ,0.031232833862304688  ,         96
26 ,hybrid ,0.0247955322265625    ,        100
27 ,insert ,0.09107589721679688   ,        351
27 ,merge  ,0.030994415283203125  ,         94
27 ,hybrid ,0.026941299438476562  ,        100
28 ,insert ,0.09584426879882812   ,        378
28 ,merge  ,0.03314018249511719   ,        100
28 ,hybrid ,0.02574920654296875   ,        106
29 ,insert ,0.10609626770019531   ,        406
29 ,merge  ,0.03409385681152344   ,        105
29 ,hybrid ,0.028848648071289062  ,        113
30 ,insert ,0.09918212890625      ,        435
30 ,merge  ,0.03600120544433594   ,        113
30 ,hybrid ,0.030040740966796875  ,        119
31 ,insert ,0.11897087097167969   ,        465
31 ,merge  ,0.03719329833984375   ,        118
31 ,hybrid ,0.033855438232421875  ,        128
32 ,insert ,0.11968612670898438   ,        496
32 ,merge  ,0.03814697265625      ,        122
32 ,hybrid ,0.03314018249511719   ,        133
33 ,insert ,0.12612342834472656   ,        528
33 ,merge  ,0.03981590270996094   ,        127
33 ,hybrid ,0.03409385681152344   ,        137
34 ,insert ,0.13971328735351562   ,        561
34 ,merge  ,0.04315376281738281   ,        135
34 ,hybrid ,0.033855438232421875  ,        142
35 ,insert ,0.13899803161621094   ,        595
35 ,merge  ,0.04267692565917969   ,        139
35 ,hybrid ,0.03600120544433594   ,        146
36 ,insert ,0.14281272888183594   ,        630
36 ,merge  ,0.04410743713378906   ,        146
36 ,hybrid ,0.03814697265625      ,        152
37 ,insert ,0.15807151794433594   ,        666
37 ,merge  ,0.0476837158203125    ,        151
37 ,hybrid ,0.04220008850097656   ,        157
38 ,insert ,0.1556873321533203    ,        703
38 ,merge  ,0.046253204345703125  ,        152
38 ,hybrid ,0.0400543212890625    ,        156
39 ,insert ,0.1709461212158203    ,        741
39 ,merge  ,0.048160552978515625  ,        159
39 ,hybrid ,0.04291534423828125   ,        163
40 ,insert ,0.18787384033203125   ,        780
40 ,merge  ,0.05316734313964844   ,        163
40 ,hybrid ,0.04696846008300781   ,        164
41 ,insert ,0.2048015594482422    ,        820
41 ,merge  ,0.051975250244140625  ,        172
41 ,hybrid ,0.046253204345703125  ,        176
42 ,insert ,0.20313262939453125   ,        861
42 ,merge  ,0.051975250244140625  ,        174
42 ,hybrid ,0.04601478576660156   ,        178
43 ,insert ,0.2319812774658203    ,        903
43 ,merge  ,0.054836273193359375  ,        184
43 ,hybrid ,0.048160552978515625  ,        185
44 ,insert ,0.2391338348388672    ,        946
44 ,merge  ,0.05793571472167969   ,        191
44 ,hybrid ,0.050067901611328125  ,        195
45 ,insert ,0.23102760314941406   ,        990
45 ,merge  ,0.06079673767089844   ,        196
45 ,hybrid ,0.051975250244140625  ,        203
46 ,insert ,0.2257823944091797    ,       1035
46 ,merge  ,0.05936622619628906   ,        205
46 ,hybrid ,0.05173683166503906   ,        209
47 ,insert ,0.2510547637939453    ,       1081
47 ,merge  ,0.06008148193359375   ,        205
47 ,hybrid ,0.051975250244140625  ,        211
48 ,insert ,0.2751350402832031    ,       1128
48 ,merge  ,0.06079673767089844   ,        206
48 ,hybrid ,0.051975250244140625  ,        211
49 ,insert ,0.2899169921875       ,       1176
49 ,merge  ,0.0629425048828125    ,        217
49 ,hybrid ,0.05507469177246094   ,        222
 2 ,insert ,0.00095367431640625   ,          1
 2 ,merge  ,0.00095367431640625   ,          1
 2 ,hybrid ,0.0011920928955078125 ,          1
 3 ,insert ,0.0019073486328125    ,          3
 3 ,merge  ,0.0021457672119140625 ,          3
 3 ,hybrid ,0.0016689300537109375 ,          3
 4 ,insert ,0.00286102294921875   ,          6
 4 ,merge  ,0.0030994415283203125 ,          5
 4 ,hybrid ,0.0019073486328125    ,          6
 5 ,insert ,0.00286102294921875   ,         10
 5 ,merge  ,0.0040531158447265625 ,          6
 5 ,hybrid ,0.0030994415283203125 ,          7
 6 ,insert ,0.0059604644775390625 ,         15
 6 ,merge  ,0.0050067901611328125 ,          9
 6 ,hybrid ,0.0040531158447265625 ,         10
 7 ,insert ,0.0069141387939453125 ,         21
 7 ,merge  ,0.0059604644775390625 ,         12
 7 ,hybrid ,0.0050067901611328125 ,         15
 8 ,insert ,0.009298324584960938  ,         28
 8 ,merge  ,0.007152557373046875  ,         16
 8 ,hybrid ,0.0059604644775390625 ,         18
 9 ,insert ,0.008106231689453125  ,         36
 9 ,merge  ,0.008821487426757812  ,         19
 9 ,hybrid ,0.0069141387939453125 ,         20
10 ,insert ,0.015020370483398438  ,         45
10 ,merge  ,0.010013580322265625  ,         23
10 ,hybrid ,0.008106231689453125  ,         24
11 ,insert ,0.015735626220703125  ,         55
11 ,merge  ,0.010251998901367188  ,         26
11 ,hybrid ,0.008106231689453125  ,         28
12 ,insert ,0.0171661376953125    ,         66
12 ,merge  ,0.011682510375976562  ,         28
12 ,hybrid ,0.010013580322265625  ,         31
13 ,insert ,0.0209808349609375    ,         78
13 ,merge  ,0.013828277587890625  ,         34
13 ,hybrid ,0.010967254638671875  ,         36
14 ,insert ,0.02288818359375      ,         91
14 ,merge  ,0.015020370483398438  ,         38
14 ,hybrid ,0.012159347534179688  ,         40
15 ,insert ,0.023126602172851562  ,        105
15 ,merge  ,0.015735626220703125  ,         41
15 ,hybrid ,0.013113021850585938  ,         45
16 ,insert ,0.03600120544433594   ,        120
16 ,merge  ,0.01811981201171875   ,         48
16 ,hybrid ,0.015974044799804688  ,         53
17 ,insert ,0.034809112548828125  ,        136
17 ,merge  ,0.018835067749023438  ,         51
17 ,hybrid ,0.01621246337890625   ,         54
18 ,insert ,0.03814697265625      ,        153
18 ,merge  ,0.0209808349609375    ,         55
18 ,hybrid ,0.017881393432617188  ,         59
19 ,insert ,0.03695487976074219   ,        171
19 ,merge  ,0.0209808349609375    ,         58
19 ,hybrid ,0.017881393432617188  ,         62
20 ,insert ,0.04982948303222656   ,        190
20 ,merge  ,0.023126602172851562  ,         63
20 ,hybrid ,0.019788742065429688  ,         64
21 ,insert ,0.057697296142578125  ,        210
21 ,merge  ,0.024080276489257812  ,         68
21 ,hybrid ,0.0209808349609375    ,         70
22 ,insert ,0.05793571472167969   ,        231
22 ,merge  ,0.025987625122070312  ,         71
22 ,hybrid ,0.0209808349609375    ,         74
23 ,insert ,0.064849853515625     ,        253
23 ,merge  ,0.026226043701171875  ,         78
23 ,hybrid ,0.02193450927734375   ,         81
24 ,insert ,0.06508827209472656   ,        276
24 ,merge  ,0.028133392333984375  ,         79
24 ,hybrid ,0.02288818359375      ,         83
25 ,insert ,0.07414817810058594   ,        300
25 ,merge  ,0.029087066650390625  ,         84
25 ,hybrid ,0.02288818359375      ,         87
26 ,insert ,0.07104873657226562   ,        325
26 ,merge  ,0.030994415283203125  ,         89
26 ,hybrid ,0.025987625122070312  ,         94
27 ,insert ,0.08392333984375      ,        351
27 ,merge  ,0.031948089599609375  ,         98
27 ,hybrid ,0.026226043701171875  ,        104
28 ,insert ,0.08893013000488281   ,        378
28 ,merge  ,0.033855438232421875  ,         99
28 ,hybrid ,0.029087066650390625  ,        105
29 ,insert ,0.09703636169433594   ,        406
29 ,merge  ,0.032901763916015625  ,        109
29 ,hybrid ,0.027894973754882812  ,        117
30 ,insert ,0.10085105895996094   ,        435
30 ,merge  ,0.03409385681152344   ,        112
30 ,hybrid ,0.031948089599609375  ,        122
31 ,insert ,0.11229515075683594   ,        465
31 ,merge  ,0.036716461181640625  ,        117
31 ,hybrid ,0.031232833862304688  ,        125
32 ,insert ,0.11086463928222656   ,        496
32 ,merge  ,0.04124641418457031   ,        122
32 ,hybrid ,0.03266334533691406   ,        133
33 ,insert ,0.11682510375976562   ,        528
33 ,merge  ,0.03886222839355469   ,        126
33 ,hybrid ,0.032901763916015625  ,        134
34 ,insert ,0.1380443572998047    ,        561
34 ,merge  ,0.04410743713378906   ,        135
34 ,hybrid ,0.036716461181640625  ,        145
35 ,insert ,0.1480579376220703    ,        595
35 ,merge  ,0.04220008850097656   ,        137
35 ,hybrid ,0.03600120544433594   ,        144
36 ,insert ,0.15616416931152344   ,        630
36 ,merge  ,0.04410743713378906   ,        143
36 ,hybrid ,0.03910064697265625   ,        149
37 ,insert ,0.1499652862548828    ,        666
37 ,merge  ,0.048160552978515625  ,        145
37 ,hybrid ,0.041961669921875     ,        153
38 ,insert ,0.15306472778320312   ,        703
38 ,merge  ,0.04673004150390625   ,        149
38 ,hybrid ,0.04100799560546875   ,        155
39 ,insert ,0.1819133758544922    ,        741
39 ,merge  ,0.049114227294921875  ,        166
39 ,hybrid ,0.04315376281738281   ,        168
40 ,insert ,0.17714500427246094   ,        780
40 ,merge  ,0.051975250244140625  ,        160
40 ,hybrid ,0.04673004150390625   ,        164
41 ,insert ,0.2067089080810547    ,        820
41 ,merge  ,0.05221366882324219   ,        177
41 ,hybrid ,0.047206878662109375  ,        178
42 ,insert ,0.19812583923339844   ,        861
42 ,merge  ,0.052928924560546875  ,        175
42 ,hybrid ,0.046253204345703125  ,        179
43 ,insert ,0.21409988403320312   ,        903
43 ,merge  ,0.05793571472167969   ,        186
43 ,hybrid ,0.048160552978515625  ,        188
44 ,insert ,0.21219253540039062   ,        946
44 ,merge  ,0.05698204040527344   ,        190
44 ,hybrid ,0.051975250244140625  ,        196
45 ,insert ,0.22983551025390625   ,        990
45 ,merge  ,0.057220458984375     ,        192
45 ,hybrid ,0.04887580871582031   ,        195
46 ,insert ,0.25081634521484375   ,       1035
46 ,merge  ,0.05817413330078125   ,        196
46 ,hybrid ,0.05078315734863281   ,        202
47 ,insert ,0.2579689025878906    ,       1081
47 ,merge  ,0.05984306335449219   ,        201
47 ,hybrid ,0.05078315734863281   ,        207
48 ,insert ,0.2422332763671875    ,       1128
48 ,merge  ,0.06198883056640625   ,        207
48 ,hybrid ,0.05507469177246094   ,        214
49 ,insert ,0.29087066650390625   ,       1176
49 ,merge  ,0.06389617919921875   ,        225
49 ,hybrid ,0.05507469177246094   ,        229
 2 ,insert ,0.0007152557373046875 ,          1
 2 ,merge  ,0.0021457672119140625 ,          1
 2 ,hybrid ,0.00095367431640625   ,          1
 3 ,insert ,0.0019073486328125    ,          3
 3 ,merge  ,0.0021457672119140625 ,          3
 3 ,hybrid ,0.0021457672119140625 ,          3
 4 ,insert ,0.0019073486328125    ,          6
 4 ,merge  ,0.0030994415283203125 ,          5
 4 ,hybrid ,0.0021457672119140625 ,          6
 5 ,insert ,0.0040531158447265625 ,         10
 5 ,merge  ,0.003814697265625     ,          8
 5 ,hybrid ,0.004291534423828125  ,          8
 6 ,insert ,0.0059604644775390625 ,         15
 6 ,merge  ,0.0050067901611328125 ,          9
 6 ,hybrid ,0.0040531158447265625 ,         10
 7 ,insert ,0.0057220458984375    ,         21
 7 ,merge  ,0.006198883056640625  ,         14
 7 ,hybrid ,0.0040531158447265625 ,         15
 8 ,insert ,0.008821487426757812  ,         28
 8 ,merge  ,0.0069141387939453125 ,         17
 8 ,hybrid ,0.0050067901611328125 ,         19
 9 ,insert ,0.011920928955078125  ,         36
 9 ,merge  ,0.009059906005859375  ,         18
 9 ,hybrid ,0.0059604644775390625 ,         20
10 ,insert ,0.012159347534179688  ,         45
10 ,merge  ,0.009059906005859375  ,         22
10 ,hybrid ,0.007867813110351562  ,         23
11 ,insert ,0.016927719116210938  ,         55
11 ,merge  ,0.010967254638671875  ,         28
11 ,hybrid ,0.009059906005859375  ,         28
12 ,insert ,0.019311904907226562  ,         66
12 ,merge  ,0.011682510375976562  ,         31
12 ,hybrid ,0.009298324584960938  ,         32
13 ,insert ,0.02384185791015625   ,         78
13 ,merge  ,0.013113021850585938  ,         30
13 ,hybrid ,0.012159347534179688  ,         32
14 ,insert ,0.023126602172851562  ,         91
14 ,merge  ,0.014066696166992188  ,         37
14 ,hybrid ,0.010967254638671875  ,         40
15 ,insert ,0.029087066650390625  ,        105
15 ,merge  ,0.015735626220703125  ,         43
15 ,hybrid ,0.014066696166992188  ,         48
16 ,insert ,0.031948089599609375  ,        120
16 ,merge  ,0.017881393432617188  ,         49
16 ,hybrid ,0.014066696166992188  ,         53
17 ,insert ,0.03314018249511719   ,        136
17 ,merge  ,0.017881393432617188  ,         49
17 ,hybrid ,0.0152587890625       ,         54
18 ,insert ,0.03528594970703125   ,        153
18 ,merge  ,0.019788742065429688  ,         55
18 ,hybrid ,0.015735626220703125  ,         59
19 ,insert ,0.04220008850097656   ,        171
19 ,merge  ,0.021696090698242188  ,         59
19 ,hybrid ,0.0171661376953125    ,         60
20 ,insert ,0.050067901611328125  ,        190
20 ,merge  ,0.02384185791015625   ,         62
20 ,hybrid ,0.019311904907226562  ,         63
21 ,insert ,0.052928924560546875  ,        210
21 ,merge  ,0.024080276489257812  ,         68
21 ,hybrid ,0.02002716064453125   ,         70
22 ,insert ,0.0591278076171875    ,        231
22 ,merge  ,0.0247955322265625    ,         74
22 ,hybrid ,0.0209808349609375    ,         77
23 ,insert ,0.064849853515625     ,        253
23 ,merge  ,0.026226043701171875  ,         80
23 ,hybrid ,0.021696090698242188  ,         83
24 ,insert ,0.07128715515136719   ,        276
24 ,merge  ,0.027894973754882812  ,         78
24 ,hybrid ,0.0209808349609375    ,         81
25 ,insert ,0.07104873657226562   ,        300
25 ,merge  ,0.027894973754882812  ,         84
25 ,hybrid ,0.02193450927734375   ,         93
26 ,insert ,0.07605552673339844   ,        325
26 ,merge  ,0.030040740966796875  ,         93
26 ,hybrid ,0.025033950805664062  ,         97
27 ,insert ,0.08273124694824219   ,        351
27 ,merge  ,0.030994415283203125  ,         94
27 ,hybrid ,0.025272369384765625  ,         99
28 ,insert ,0.08916854858398438   ,        378
28 ,merge  ,0.03170967102050781   ,        100
28 ,hybrid ,0.027179718017578125  ,        107
29 ,insert ,0.08893013000488281   ,        406
29 ,merge  ,0.03314018249511719   ,        107
29 ,hybrid ,0.028133392333984375  ,        114
30 ,insert ,0.10275840759277344   ,        435
30 ,merge  ,0.03528594970703125   ,        115
30 ,hybrid ,0.030755996704101562  ,        121
31 ,insert ,0.11110305786132812   ,        465
31 ,merge  ,0.037670135498046875  ,        118
31 ,hybrid ,0.03218650817871094   ,        129
32 ,insert ,0.11491775512695312   ,        496
32 ,merge  ,0.03814697265625      ,        121
32 ,hybrid ,0.03218650817871094   ,        130
33 ,insert ,0.13518333435058594   ,        528
33 ,merge  ,0.0400543212890625    ,        127
33 ,hybrid ,0.032901763916015625  ,        135
34 ,insert ,0.125885009765625     ,        561
34 ,merge  ,0.04100799560546875   ,        125
34 ,hybrid ,0.03695487976074219   ,        134
35 ,insert ,0.1418590545654297    ,        595
35 ,merge  ,0.041961669921875     ,        134
35 ,hybrid ,0.0362396240234375    ,        145
36 ,insert ,0.1380443572998047    ,        630
36 ,merge  ,0.04410743713378906   ,        144
36 ,hybrid ,0.03695487976074219   ,        150
37 ,insert ,0.1499652862548828    ,        666
37 ,merge  ,0.047206878662109375  ,        149
37 ,hybrid ,0.03981590270996094   ,        154
38 ,insert ,0.15807151794433594   ,        703
38 ,merge  ,0.047206878662109375  ,        155
38 ,hybrid ,0.04076957702636719   ,        162
39 ,insert ,0.1800060272216797    ,        741
39 ,merge  ,0.04792213439941406   ,        160
39 ,hybrid ,0.04291534423828125   ,        164
40 ,insert ,0.18906593322753906   ,        780
40 ,merge  ,0.050067901611328125  ,        170
40 ,hybrid ,0.04410743713378906   ,        176
41 ,insert ,0.1900196075439453    ,        820
41 ,merge  ,0.051975250244140625  ,        171
41 ,hybrid ,0.04696846008300781   ,        174
42 ,insert ,0.21386146545410156   ,        861
42 ,merge  ,0.05316734313964844   ,        175
42 ,hybrid ,0.04696846008300781   ,        179
43 ,insert ,0.21195411682128906   ,        903
43 ,merge  ,0.053882598876953125  ,        182
43 ,hybrid ,0.048160552978515625  ,        184
44 ,insert ,0.225067138671875     ,        946
44 ,merge  ,0.05507469177246094   ,        185
44 ,hybrid ,0.0476837158203125    ,        189
45 ,insert ,0.22411346435546875   ,        990
45 ,merge  ,0.05888938903808594   ,        193
45 ,hybrid ,0.04982948303222656   ,        196
46 ,insert ,0.23984909057617188   ,       1035
46 ,merge  ,0.05793571472167969   ,        194
46 ,hybrid ,0.051975250244140625  ,        199
47 ,insert ,0.2651214599609375    ,       1081
47 ,merge  ,0.05984306335449219   ,        202
47 ,hybrid ,0.052928924560546875  ,        205
48 ,insert ,0.2617835998535156    ,       1128
48 ,merge  ,0.06318092346191406   ,        207
48 ,hybrid ,0.054836273193359375  ,        213
49 ,insert ,0.2720355987548828    ,       1176
49 ,merge  ,0.06413459777832031   ,        217
49 ,hybrid ,0.054836273193359375  ,        221
 2 ,insert ,0.00095367431640625   ,          1
 2 ,merge  ,0.0011920928955078125 ,          1
 2 ,hybrid ,0.00095367431640625   ,          1
 3 ,insert ,0.00095367431640625   ,          3
 3 ,merge  ,0.0019073486328125    ,          3
 3 ,hybrid ,0.00095367431640625   ,          3
 4 ,insert ,0.0026226043701171875 ,          6
 4 ,merge  ,0.0030994415283203125 ,          4
 4 ,hybrid ,0.0021457672119140625 ,          6
 5 ,insert ,0.003814697265625     ,         10
 5 ,merge  ,0.0040531158447265625 ,          8
 5 ,hybrid ,0.003814697265625     ,          8
 6 ,insert ,0.0040531158447265625 ,         15
 6 ,merge  ,0.0050067901611328125 ,          8
 6 ,hybrid ,0.003814697265625     ,         10
 7 ,insert ,0.007152557373046875  ,         21
 7 ,merge  ,0.0059604644775390625 ,         12
 7 ,hybrid ,0.0040531158447265625 ,         15
 8 ,insert ,0.007152557373046875  ,         28
 8 ,merge  ,0.007152557373046875  ,         16
 8 ,hybrid ,0.0059604644775390625 ,         19
 9 ,insert ,0.010013580322265625  ,         36
 9 ,merge  ,0.009059906005859375  ,         21
 9 ,hybrid ,0.0069141387939453125 ,         22
10 ,insert ,0.012874603271484375  ,         45
10 ,merge  ,0.010013580322265625  ,         24
10 ,hybrid ,0.008106231689453125  ,         24
11 ,insert ,0.015020370483398438  ,         55
11 ,merge  ,0.010967254638671875  ,         26
11 ,hybrid ,0.008821487426757812  ,         28
12 ,insert ,0.018835067749023438  ,         66
12 ,merge  ,0.013113021850585938  ,         32
12 ,hybrid ,0.010013580322265625  ,         33
13 ,insert ,0.018835067749023438  ,         78
13 ,merge  ,0.013113021850585938  ,         35
13 ,hybrid ,0.010967254638671875  ,         38
14 ,insert ,0.026226043701171875  ,         91
14 ,merge  ,0.014781951904296875  ,         41
14 ,hybrid ,0.012159347534179688  ,         43
15 ,insert ,0.030994415283203125  ,        105
15 ,merge  ,0.01621246337890625   ,         42
15 ,hybrid ,0.011682510375976562  ,         46
16 ,insert ,0.03504753112792969   ,        120
16 ,merge  ,0.017881393432617188  ,         44
16 ,hybrid ,0.013113021850585938  ,         48
17 ,insert ,0.03218650817871094   ,        136
17 ,merge  ,0.018835067749023438  ,         51
17 ,hybrid ,0.015020370483398438  ,         55
18 ,insert ,0.041961669921875     ,        153
18 ,merge  ,0.0209808349609375    ,         58
18 ,hybrid ,0.015735626220703125  ,         61
19 ,insert ,0.04100799560546875   ,        171
19 ,merge  ,0.0209808349609375    ,         59
