sizeOfArray,algo,time,comparisions
38661,merge,125.21696090698242,540889
38661,hybrid,121.96493148803711,545864
38828,merge,126.93619728088379,543782
38828,hybrid,118.68476867675781,548620
38907,merge,126.05905532836914,544829
38907,hybrid,118.47305297851562,549548
39035,merge,126.04999542236328,546832
39035,hybrid,119.16995048522949,551505
39105,merge,128.10611724853516,547910
39105,hybrid,120.24402618408203,552513
39226,merge,127.42018699645996,549953
39226,hybrid,120.00703811645508,554439
39332,merge,131.06513023376465,551469
39332,hybrid,124.11189079284668,555840
39447,merge,128.3740997314453,553253
39447,hybrid,121.30880355834961,557518
39476,merge,128.29899787902832,553530
39476,hybrid,121.5360164642334,557703
39568,merge,128.19218635559082,555021
39568,hybrid,121.28901481628418,559148
39741,merge,132.48109817504883,557800
39741,hybrid,126.01280212402344,561726
39793,merge,133.3298683166504,558487
39793,hybrid,125.11491775512695,562446
39901,merge,129.47511672973633,560250
39901,hybrid,122.24578857421875,564026
40021,merge,129.93192672729492,562114
40021,hybrid,122.51615524291992,565802
40080,merge,130.8579444885254,563224
40080,hybrid,123.32701683044434,566802
40236,merge,132.48109817504883,565225
40236,hybrid,124.02486801147461,568756
40321,merge,132.23981857299805,566799
40321,hybrid,123.8100528717041,570178
40378,merge,130.9950351715088,567529
40378,hybrid,125.17523765563965,570778
40481,merge,133.0258846282959,569281
40481,hybrid,126.69610977172852,572462
40611,merge,133.1348419189453,571312
40611,hybrid,125.17809867858887,574405
40719,merge,131.66093826293945,572973
40719,hybrid,125.00786781311035,575881
40755,merge,135.10584831237793,573500
40755,hybrid,128.6141872406006,576418
40942,merge,133.62979888916016,576399
40942,hybrid,127.09617614746094,579193
41036,merge,132.88402557373047,577996
41036,hybrid,126.15776062011719,580785
41105,merge,134.52601432800293,579048
41105,hybrid,126.60074234008789,581812
41176,merge,135.9999179840088,579824
41176,hybrid,130.28287887573242,582637
41252,merge,134.16290283203125,580986
41252,hybrid,126.56521797180176,583803
41422,merge,142.55523681640625,583855
41422,hybrid,133.38923454284668,586751
41511,merge,138.5200023651123,585349
41511,hybrid,132.8601837158203,588194
41614,merge,137.50600814819336,586819
41614,hybrid,128.01098823547363,589778
41746,merge,135.6649398803711,588744
41746,hybrid,128.60107421875,591754
41824,merge,136.6109848022461,590081
41824,hybrid,129.01782989501953,593010
41873,merge,135.60891151428223,590915
41873,hybrid,128.21698188781738,594006
41987,merge,135.7741355895996,592748
41987,hybrid,128.1721591949463,595800
42107,merge,137.1591091156006,594361
42107,hybrid,130.08689880371094,597433
42240,merge,135.95104217529297,596323
42240,hybrid,128.69596481323242,599523
42257,merge,137.01796531677246,596690
42257,hybrid,128.6611557006836,599873
42404,merge,137.0871067047119,599184
42404,hybrid,129.39167022705078,602349
42507,merge,140.67482948303223,600877
42507,hybrid,132.05289840698242,604121
42635,merge,138.28611373901367,602871
42635,hybrid,130.35082817077637,606198
42704,merge,137.74371147155762,603839
42704,hybrid,130.9828758239746,607139
42847,merge,138.23986053466797,606374
42847,hybrid,131.61492347717285,609728
42885,merge,138.1220817565918,606698
42885,hybrid,131.0579776763916,610015
42973,merge,138.59009742736816,608238
42973,hybrid,131.86001777648926,611626
43107,merge,139.31894302368164,610170
43107,hybrid,131.33597373962402,613687
43182,merge,140.07902145385742,611387
43182,hybrid,131.74986839294434,614854
43331,merge,139.76407051086426,613822
43331,hybrid,132.7500343322754,617281
43436,merge,140.18487930297852,615322
43436,hybrid,134.72509384155273,618877
43506,merge,143.00537109375,616436
43506,hybrid,134.82427597045898,620015
43629,merge,140.86508750915527,618460
43629,hybrid,135.30707359313965,622079
43744,merge,144.07610893249512,620165
43744,hybrid,134.38916206359863,623855
43772,merge,144.80304718017578,620540
43772,hybrid,135.6668472290039,624222
43876,merge,143.58091354370117,622004
43876,hybrid,135.59699058532715,625729
44028,merge,145.71881294250488,624499
44028,hybrid,136.68107986450195,628193
44083,merge,144.79899406433105,625282
44083,hybrid,136.2018585205078,629095
44240,merge,145.72405815124512,627852
44240,hybrid,140.031099319458,631677
44250,merge,146.5628147125244,627993
44250,hybrid,135.8780860900879,631885
44350,merge,145.58005332946777,629335
44350,hybrid,137.51912117004395,633214
44534,merge,144.08087730407715,632452
44534,hybrid,136.124849319458,636321
44627,merge,145.10798454284668,633777
44627,hybrid,136.21926307678223,637788
44716,merge,145.12896537780762,635301
44716,hybrid,136.56210899353027,639322
44807,merge,147.98903465270996,636791
44807,hybrid,141.67189598083496,640740
44937,merge,150.62189102172852,639032
44937,hybrid,137.47835159301758,642972
45027,merge,146.27408981323242,640498
45027,hybrid,137.5722885131836,644522
45134,merge,146.82388305664062,641853
45134,hybrid,141.74509048461914,645943
45229,merge,146.62694931030273,643252
45229,hybrid,138.26489448547363,647437
45292,merge,147.06707000732422,644130
45292,hybrid,138.27896118164062,648382
45413,merge,147.36223220825195,645891
45413,hybrid,138.63611221313477,650185
45488,merge,147.98521995544434,647180
45488,hybrid,139.19734954833984,651506
45567,merge,148.09274673461914,648785
45567,hybrid,139.2819881439209,653059
45714,merge,149.10197257995605,650970
45714,hybrid,140.15483856201172,655256
45752,merge,149.9159336090088,651460
45752,hybrid,140.79594612121582,655718
45941,merge,149.2300033569336,654540
45941,hybrid,140.41662216186523,658907
45967,merge,150.35009384155273,655149
45967,hybrid,143.24402809143066,659515
46144,merge,150.2821445465088,657888
46144,hybrid,141.44301414489746,662278
46196,merge,150.21395683288574,658266
46196,hybrid,142.1828269958496,662740
46310,merge,152.01497077941895,660264
46310,hybrid,142.04812049865723,664801
46421,merge,150.8960723876953,661963
46421,hybrid,142.3020362854004,666535
46514,merge,151.1070728302002,663474
46514,hybrid,148.17571640014648,668060
46555,merge,154.3729305267334,664117
46555,hybrid,146.93713188171387,668616
46742,merge,156.2659740447998,666978
46742,hybrid,144.66023445129395,671640
46758,merge,154.07705307006836,667131
46758,hybrid,145.42222023010254,671933
46924,merge,155.43198585510254,670112
46924,hybrid,144.90818977355957,674823
46964,merge,152.99725532531738,670484
46964,hybrid,143.94187927246094,675255
47058,merge,153.05185317993164,671948
47058,hybrid,144.12903785705566,676661
47234,merge,153.8538932800293,674623
47234,hybrid,148.04506301879883,679555
47341,merge,153.95116806030273,676469
47341,hybrid,145.16711235046387,681305
47430,merge,154.21581268310547,677593
47430,hybrid,146.44885063171387,682607
47476,merge,154.88004684448242,678356
47476,hybrid,146.73995971679688,683347
47612,merge,154.97398376464844,680603
47612,hybrid,146.1329460144043,685547
47673,merge,154.79016304016113,681514
47673,hybrid,147.74203300476074,686612
47817,merge,156.4478874206543,683951
47817,hybrid,146.5749740600586,688910
47939,merge,156.59618377685547,685552
47939,hybrid,148.32401275634766,690626
48029,merge,156.55803680419922,687449
48029,hybrid,146.99506759643555,692490
48066,merge,156.79216384887695,687568
48066,hybrid,147.33409881591797,692676
48157,merge,157.32908248901367,689087
48157,hybrid,147.63712882995605,694176
48282,merge,157.42206573486328,691090
48282,hybrid,147.86577224731445,696203
48442,merge,158.9818000793457,693660
48442,hybrid,148.4818458557129,698869
48517,merge,158.89787673950195,694812
48517,hybrid,149.87993240356445,700105
48570,merge,158.24389457702637,695444
48570,hybrid,150.63810348510742,700805
48682,merge,160.94374656677246,697474
48682,hybrid,149.25813674926758,702726
48756,merge,160.65311431884766,698535
48756,hybrid,150.4802703857422,703815
48889,merge,166.34011268615723,700858
48889,hybrid,156.88443183898926,706239
49043,merge,162.83488273620605,703118
49043,hybrid,151.8089771270752,708562
49098,merge,162.36495971679688,703787
49098,hybrid,151.68309211730957,709243
49225,merge,163.2850170135498,706064
49225,hybrid,152.78100967407227,711466
49280,merge,163.69295120239258,706704
49280,hybrid,151.90601348876953,712312
49437,merge,165.44198989868164,709265
49437,hybrid,157.64784812927246,714907
49470,merge,163.05804252624512,709866
49470,hybrid,153.20873260498047,715759
49620,merge,162.3990535736084,712274
49620,hybrid,152.27293968200684,718194
49738,merge,162.6129150390625,714091
49738,hybrid,152.6329517364502,720141
49795,merge,162.63699531555176,714975
49795,hybrid,153.3679962158203,721077
49912,merge,165.94290733337402,716851
49912,hybrid,153.23710441589355,723136
50010,merge,163.38706016540527,718164
50010,hybrid,155.9300422668457,724570
50081,merge,164.1857624053955,719464
50081,hybrid,156.6152572631836,725885
50201,merge,164.49689865112305,721459
50201,hybrid,154.58393096923828,727827
50318,merge,165.9402847290039,723304
50318,hybrid,155.22384643554688,729790
50353,merge,171.32234573364258,723780
50353,hybrid,156.53228759765625,730367
50543,merge,165.10891914367676,726722
50543,hybrid,156.29005432128906,733568
50552,merge,167.35601425170898,727110
50552,hybrid,155.36832809448242,733888
50718,merge,165.9221649169922,729478
50718,hybrid,156.1758518218994,736527
50820,merge,166.72420501708984,731101
50820,hybrid,157.50694274902344,738365
50948,merge,167.57917404174805,733270
50948,hybrid,158.13302993774414,740567
51024,merge,167.30499267578125,734235
51024,hybrid,156.95810317993164,741607
51095,merge,166.96405410766602,735613
51095,hybrid,157.7308177947998,743030
51225,merge,168.3793067932129,737752
51225,hybrid,159.31987762451172,745297
51315,merge,167.68908500671387,738651
51315,hybrid,158.36119651794434,746333
51354,merge,169.79002952575684,739607
51354,hybrid,159.76500511169434,747336
51464,merge,169.04973983764648,741415
51464,hybrid,158.7052345275879,749203
51556,merge,169.1880226135254,742875
51556,hybrid,160.3560447692871,750651
51679,merge,169.59285736083984,744891
51679,hybrid,161.91482543945312,752796
51754,merge,170.55892944335938,746016
51754,hybrid,168.4439182281494,754038
51857,merge,174.20196533203125,747663
51857,hybrid,161.02981567382812,755806
51992,merge,173.54297637939453,749838
51992,hybrid,160.7959270477295,758178
52062,merge,170.59826850891113,750921
52062,hybrid,161.8037223815918,759295
52226,merge,172.29104042053223,753049
52226,hybrid,162.84799575805664,761676
52320,merge,171.36263847351074,754979
52320,hybrid,161.96703910827637,763520
52445,merge,172.23882675170898,757024
52445,hybrid,163.50388526916504,765727
52456,merge,172.21879959106445,757065
52456,hybrid,163.76304626464844,765789
52554,merge,172.67799377441406,758721
52554,hybrid,162.139892578125,767509
52711,merge,173.1419563293457,761415
52711,hybrid,162.75811195373535,770374
52808,merge,175.2471923828125,762942
52808,hybrid,162.9500389099121,772003
52912,merge,176.85389518737793,764185
52912,hybrid,165.02094268798828,773398
52958,merge,176.38301849365234,765065
52958,hybrid,165.8620834350586,774343
53055,merge,174.09992218017578,766554
53055,hybrid,166.31603240966797,775881
53179,merge,181.80203437805176,768733
53179,hybrid,176.43380165100098,778176
53253,merge,180.77397346496582,769596
53253,hybrid,168.53690147399902,779246
53444,merge,178.15828323364258,772803
53444,hybrid,167.466402053833,782606
53527,merge,178.07507514953613,774020
53527,hybrid,166.63503646850586,783823
53555,merge,187.1638298034668,774280
53555,hybrid,177.79779434204102,784145
53739,merge,179.27289009094238,777536
53739,hybrid,166.32699966430664,787608
53754,merge,176.84602737426758,777629
53754,hybrid,166.53108596801758,787674
53882,merge,180.56607246398926,779748
53882,hybrid,170.43018341064453,789919
53985,merge,178.83992195129395,781625
53985,hybrid,175.16613006591797,791908
54108,merge,184.43012237548828,783321
54108,hybrid,168.93386840820312,793888
54154,merge,182.04593658447266,784073
54154,hybrid,169.62790489196777,794475
54342,merge,179.9619197845459,786932
54342,hybrid,168.7321662902832,797668
54448,merge,179.55398559570312,788662
54448,hybrid,169.82126235961914,799434
54469,merge,178.56693267822266,789265
54469,hybrid,168.7617301940918,799975
54608,merge,179.8117160797119,791035
54608,hybrid,169.12269592285156,801957
54737,merge,181.6120147705078,793384
54737,hybrid,171.00095748901367,804419
54831,merge,181.23388290405273,794644
54831,hybrid,171.30780220031738,805825
54918,merge,180.24778366088867,796299
54918,hybrid,175.20809173583984,807609
54987,merge,181.04004859924316,797136
54987,hybrid,171.7967987060547,808469
55144,merge,185.8839988708496,799770
55144,hybrid,176.1317253112793,811203
55166,merge,184.50570106506348,799967
55166,hybrid,172.82891273498535,811510
55346,merge,182.60908126831055,803076
55346,hybrid,174.17097091674805,814753
55389,merge,185.62984466552734,803656
55389,hybrid,171.96393013000488,815401
55481,merge,184.56506729125977,805024
55481,hybrid,172.30486869812012,816906
55613,merge,185.45794486999512,807465
55613,hybrid,174.4060516357422,819363
55684,merge,183.5479736328125,808356
55684,hybrid,173.37989807128906,820413
55830,merge,184.15307998657227,810506
55830,hybrid,173.16389083862305,822632
55886,merge,193.73798370361328,811569
55886,hybrid,181.52999877929688,823735
56038,merge,188.1699562072754,814004
56038,hybrid,175.91214179992676,826308
56092,merge,190.72699546813965,814811
56092,hybrid,178.24101448059082,827246
56239,merge,187.39032745361328,817175
56239,hybrid,178.50708961486816,829808
56307,merge,188.6770725250244,818278
56307,hybrid,174.64876174926758,830927
56400,merge,185.32085418701172,819656
56400,hybrid,174.61800575256348,832338
56468,merge,187.47520446777344,821071
56468,hybrid,178.25007438659668,833830
56591,merge,188.01379203796387,822678
56591,hybrid,176.9731044769287,835616
56702,merge,187.33596801757812,824747
56702,hybrid,176.72395706176758,837770
56775,merge,188.4329319000244,825646
56775,hybrid,178.55596542358398,838728
56937,merge,189.34988975524902,828483
56937,hybrid,176.64408683776855,841757
56988,merge,188.63797187805176,829258
56988,hybrid,177.32667922973633,842665
57062,merge,190.72890281677246,830145
57062,hybrid,179.4750690460205,843547
57241,merge,189.08381462097168,833193
57241,hybrid,178.79295349121094,846719
57275,merge,190.0639533996582,833670
57275,hybrid,180.52411079406738,847281
57441,merge,198.72784614562988,836353
57441,hybrid,184.7069263458252,850102
57490,merge,195.7080364227295,837230
57490,hybrid,180.15789985656738,851099
57578,merge,190.12904167175293,838727
57578,hybrid,178.9860725402832,852609
57708,merge,192.4600601196289,840482
57708,hybrid,187.27397918701172,854480
57756,merge,195.86515426635742,841498
57756,hybrid,179.8880100250244,855571
57906,merge,192.2461986541748,843778
57906,hybrid,190.59085845947266,858010
57977,merge,194.81325149536133,844859
57977,hybrid,181.55789375305176,859168
58142,merge,194.55599784851074,847538
58142,hybrid,182.1458339691162,862011
58205,merge,194.2739486694336,848501
58205,hybrid,182.08885192871094,862996
58260,merge,197.61991500854492,849423
58260,hybrid,184.68689918518066,864034
58432,merge,195.30606269836426,852167
58432,hybrid,183.10809135437012,866851
58464,merge,195.1737403869629,852683
58464,hybrid,184.59296226501465,867399
58626,merge,197.63612747192383,855390
58626,hybrid,182.45315551757812,870359
58721,merge,194.5180892944336,856633
58721,hybrid,183.5770606994629,871723
58752,merge,195.68681716918945,857510
58752,hybrid,184.66472625732422,872454
58863,merge,205.33299446105957,858975
58863,hybrid,190.80805778503418,874104
58954,merge,197.28422164916992,860735
58954,hybrid,185.08219718933105,875913
59120,merge,196.84791564941406,863430
59120,hybrid,185.46104431152344,878832
59193,merge,195.9359645843506,864282
59193,hybrid,184.9069595336914,879818
59342,merge,199.51987266540527,866807
59342,hybrid,186.0799789428711,882436
59444,merge,196.96307182312012,868366
59444,hybrid,185.7900619506836,884009
59474,merge,198.58288764953613,868984
59474,hybrid,192.69132614135742,884751
59551,merge,200.4549503326416,869827
59551,hybrid,188.065767288208,885755
59737,merge,202.7440071105957,873053
59737,hybrid,193.9408779144287,889080
59824,merge,199.75590705871582,874428
59824,hybrid,186.9180202484131,890502
59889,merge,198.80008697509766,875496
59889,hybrid,187.51287460327148,891681
60044,merge,202.2850513458252,877901
60044,hybrid,197.00074195861816,894198
60088,merge,199.51581954956055,878501
60088,hybrid,188.2319450378418,894922
60177,merge,207.66210556030273,880095
60177,hybrid,189.35918807983398,896510
60289,merge,201.9040584564209,881490
60289,hybrid,189.93806838989258,898099
60364,merge,202.41880416870117,883069
60364,hybrid,190.65022468566895,899690
60519,merge,205.86800575256348,885422
60519,hybrid,190.74511528015137,902202
60638,merge,203.68695259094238,887445
60638,hybrid,193.5591697692871,904390
60731,merge,203.03106307983398,888878
60731,hybrid,192.86775588989258,905892
60817,merge,201.74884796142578,890117
60817,hybrid,192.23713874816895,907221
60892,merge,204.58507537841797,891435
60892,hybrid,193.43090057373047,908711
61014,merge,206.35485649108887,893595
61014,hybrid,198.8821029663086,910970
61107,merge,211.22384071350098,894849
61107,hybrid,192.01302528381348,912240
61244,merge,205.7631015777588,896838
61244,hybrid,192.74330139160156,914411
61287,merge,205.87420463562012,897748
61287,hybrid,192.4610137939453,915287
61412,merge,211.81488037109375,899704
61412,hybrid,195.2829360961914,917431
61506,merge,208.601713180542,901207
61506,hybrid,197.71885871887207,919059
61584,merge,205.0929069519043,902372
61584,hybrid,197.04318046569824,920425
61732,merge,208.67300033569336,905249
61732,hybrid,194.11468505859375,923187
61778,merge,204.82373237609863,905370
61778,hybrid,195.05882263183594,923516
61858,merge,205.11579513549805,906772
61858,hybrid,192.85821914672852,924955
61986,merge,212.7358913421631,908767
61986,hybrid,195.53518295288086,927071
62145,merge,214.89596366882324,911563
62145,hybrid,201.00092887878418,929962
62186,merge,209.36083793640137,912051
62186,hybrid,203.73797416687012,930504
62349,merge,208.21309089660645,914753
62349,hybrid,198.08697700500488,933328
62396,merge,207.8850269317627,915445
62396,hybrid,196.73395156860352,934024
62503,merge,208.86921882629395,917402
62503,hybrid,196.18701934814453,936261
62580,merge,209.32412147521973,918572
62580,hybrid,196.3329315185547,937333
62705,merge,210.70313453674316,920494
62705,hybrid,196.8982219696045,939519
62777,merge,215.01803398132324,921492
62777,hybrid,199.04017448425293,940505
62910,merge,209.15985107421875,923744
62910,hybrid,197.51501083374023,942887
62973,merge,208.96506309509277,924647
62973,hybrid,197.18384742736816,943929
63126,merge,210.35480499267578,927248
63126,hybrid,202.17013359069824,946613
63173,merge,216.55917167663574,927812
63173,hybrid,203.6597728729248,947460
63323,merge,216.86100959777832,930291
63323,hybrid,201.4470100402832,949976
63421,merge,218.49417686462402,931726
63421,hybrid,199.35321807861328,951494
63472,merge,220.26705741882324,932717
63472,hybrid,202.39901542663574,952493
63643,merge,214.8427963256836,935405
63643,hybrid,206.53295516967773,955363
63707,merge,214.8139476776123,936270
63707,hybrid,201.88498497009277,956259
63769,merge,221.27366065979004,937724
63769,hybrid,200.5481719970703,957726
63890,merge,215.9891128540039,939045
63890,hybrid,202.7111053466797,959289
64042,merge,213.1669521331787,941692
64042,hybrid,202.58808135986328,962159
64079,merge,215.9862518310547,942624
64079,hybrid,201.30181312561035,962930
64243,merge,217.11492538452148,945053
64243,hybrid,202.44240760803223,965589
64290,merge,216.41921997070312,945663
64290,hybrid,204.50997352600098,966278
64374,merge,229.70175743103027,947022
64374,hybrid,214.30587768554688,967733
64496,merge,214.72716331481934,948851
64496,hybrid,204.28109169006348,969732
64617,merge,217.64397621154785,950933
64617,hybrid,208.59599113464355,971850
64684,merge,219.1009521484375,952026
64684,hybrid,203.65381240844727,973001
64769,merge,216.39108657836914,953414
64769,hybrid,205.0931453704834,974511
64949,merge,216.57896041870117,956399
64949,hybrid,206.6950798034668,977629
65038,merge,218.93310546875,957607
65038,hybrid,204.71429824829102,978975
65123,merge,217.55528450012207,959142
65123,hybrid,205.81722259521484,980588
65177,merge,224.21503067016602,959939
65177,hybrid,212.91184425354004,981466
65268,merge,217.95415878295898,961247
65268,hybrid,208.0979347229004,982850
65420,merge,219.81501579284668,964025
65420,hybrid,205.0020694732666,985696
65478,merge,220.51715850830078,964497
65478,hybrid,207.40461349487305,986342
65648,merge,220.4728126525879,967329
65648,hybrid,208.740234375,989072
65742,merge,220.10493278503418,968942
65742,hybrid,208.38189125061035,990536
65815,merge,220.69883346557617,970601
65815,hybrid,208.83512496948242,992137
65897,merge,220.6718921661377,971674
65897,hybrid,209.2571258544922,993074
66023,merge,221.85397148132324,973759
66023,hybrid,207.98277854919434,995150
66120,merge,227.4191379547119,975148
66120,hybrid,211.78627014160156,996521
66172,merge,222.13196754455566,976273
66172,hybrid,210.1750373840332,997511
66299,merge,223.5572338104248,978548
66299,hybrid,209.3362808227539,999456
66446,merge,222.46503829956055,980628
66446,hybrid,209.5961570739746,1001586
66479,merge,223.68216514587402,981004
66479,hybrid,211.3649845123291,1001874
66589,merge,224.67422485351562,983008
66589,hybrid,209.58399772644043,1003810
66680,merge,226.74894332885742,984397
66680,hybrid,217.04697608947754,1005097
66800,merge,226.4080047607422,986331
66800,hybrid,214.2190933227539,1006998
66866,merge,226.27711296081543,987517
66866,hybrid,213.70792388916016,1008047
66995,merge,228.96099090576172,989366
66995,hybrid,219.89703178405762,1009854
67061,merge,231.6131591796875,990987
67061,hybrid,213.23227882385254,1011236
67199,merge,227.2357940673828,992926
67199,hybrid,213.78302574157715,1013177
67322,merge,227.3540496826172,994932
67322,hybrid,214.39385414123535,1014993
67363,merge,229.74586486816406,995542
67363,hybrid,213.69385719299316,1015548
67487,merge,234.63797569274902,997664
67487,hybrid,222.49603271484375,1017520
67604,merge,235.3980541229248,999628
67604,hybrid,220.2930450439453,1019463
67682,merge,227.06985473632812,1000978
67682,hybrid,216.29595756530762,1020667
67798,merge,230.11088371276855,1002921
67798,hybrid,217.04792976379395,1022569
67891,merge,230.46088218688965,1004539
67891,hybrid,216.38989448547363,1024097
68041,merge,228.8491725921631,1007051
68041,hybrid,218.5049057006836,1026291
68061,merge,233.19101333618164,1007062
68061,hybrid,216.97187423706055,1026471
68221,merge,231.17303848266602,1009805
68221,hybrid,216.80784225463867,1028939
68336,merge,230.5910587310791,1011675
68336,hybrid,220.02410888671875,1030681
68400,merge,232.06400871276855,1012584
68400,hybrid,219.40302848815918,1031621
68541,merge,232.45525360107422,1014779
68541,hybrid,217.22769737243652,1033621
68645,merge,234.81106758117676,1016852
68645,hybrid,221.32420539855957,1035604
68687,merge,232.38110542297363,1017561
68687,hybrid,218.84584426879883,1036296
68791,merge,234.09724235534668,1019164
68791,hybrid,219.21491622924805,1037781
68884,merge,243.42012405395508,1020744
68884,hybrid,220.39103507995605,1039192
68997,merge,231.40597343444824,1022592
68997,hybrid,221.27008438110352,1041010
69066,merge,233.81376266479492,1023863
69066,hybrid,221.7390537261963,1042090
69220,merge,234.9860668182373,1026244
69220,hybrid,221.52423858642578,1044453
69291,merge,233.28304290771484,1027535
69291,hybrid,222.87368774414062,1045573
69380,merge,243.41130256652832,1028877
69380,hybrid,222.1202850341797,1046820
69461,merge,235.77117919921875,1030225
69461,hybrid,220.83187103271484,1048088
69612,merge,235.88991165161133,1032663
69612,hybrid,222.58496284484863,1050441
69691,merge,236.799955368042,1033766
69691,hybrid,221.8770980834961,1051415
69770,merge,241.98293685913086,1035311
69770,hybrid,230.27586936950684,1052917
69944,merge,235.17608642578125,1037847
69944,hybrid,224.20310974121094,1055334
69982,merge,238.7981414794922,1038450
69982,hybrid,224.44820404052734,1055907
70058,merge,239.3169403076172,1039916
70058,hybrid,225.38018226623535,1057194
70151,merge,239.65096473693848,1041647
70151,hybrid,225.1756191253662,1058833
70315,merge,239.72201347351074,1044102
70315,hybrid,228.78503799438477,1061158
70382,merge,239.4859790802002,1045041
70382,hybrid,225.38995742797852,1062166
70500,merge,242.40994453430176,1047028
70500,hybrid,226.38392448425293,1063993
70560,merge,256.436824798584,1048207
70560,hybrid,243.07799339294434,1064965
70708,merge,242.71297454833984,1050324
70708,hybrid,226.90892219543457,1067015
70767,merge,241.8231964111328,1051742
70767,hybrid,226.54390335083008,1068313
70884,merge,240.69499969482422,1053335
70884,hybrid,229.50482368469238,1069865
70981,merge,242.0809268951416,1054790
70981,hybrid,227.38289833068848,1071367
71085,merge,242.7980899810791,1056724
71085,hybrid,228.21903228759766,1072868
71171,merge,238.81196975708008,1058065
71171,hybrid,228.26790809631348,1074236
71321,merge,245.13912200927734,1060750
71321,hybrid,229.57587242126465,1076738
71391,merge,246.3233470916748,1061676
71391,hybrid,236.55104637145996,1077618
71507,merge,244.51494216918945,1063828
71507,hybrid,231.78791999816895,1079715
71627,merge,244.53210830688477,1065771
71627,hybrid,231.4763069152832,1081483
71739,merge,244.42386627197266,1067759
71739,hybrid,232.2099208831787,1083412
71848,merge,245.0089454650879,1069289
71848,hybrid,232.38205909729004,1084846
71891,merge,243.65997314453125,1070056
71891,hybrid,233.46710205078125,1085625
72046,merge,246.1838722229004,1072520
72046,hybrid,232.27715492248535,1087948
72121,merge,247.2078800201416,1073742
72121,hybrid,233.49618911743164,1089038
72227,merge,245.81003189086914,1075605
72227,hybrid,232.4810028076172,1090814
72348,merge,247.12300300598145,1077363
72348,hybrid,233.1860065460205,1092377
72353,merge,249.23110008239746,1077436
72353,hybrid,239.72392082214355,1092409
72521,merge,247.2250461578369,1080285
72521,hybrid,234.7249984741211,1095120
72597,merge,246.70696258544922,1081565
72597,hybrid,232.35225677490234,1096352
72727,merge,246.02699279785156,1083756
72727,hybrid,236.27972602844238,1098478
72761,merge,248.88086318969727,1084088
72761,hybrid,234.50684547424316,1098733
72890,merge,246.58632278442383,1086473
72890,hybrid,238.0070686340332,1100981
73013,merge,250.8258819580078,1088572
73013,hybrid,235.02516746520996,1102879
73057,merge,254.74190711975098,1089157
73057,hybrid,241.27578735351562,1103531
73160,merge,250.777006149292,1090839
73160,hybrid,235.9297275543213,1105140
73332,merge,250.26392936706543,1093502
73332,hybrid,238.27719688415527,1107613
73355,merge,251.36899948120117,1094614
73355,hybrid,238.7981414794922,1108581
73493,merge,259.94181632995605,1096019
73493,hybrid,251.7068386077881,1109936
73644,merge,248.89397621154785,1098750
73644,hybrid,236.17196083068848,1112477
73668,merge,251.8441677093506,1099277
73668,hybrid,239.58897590637207,1113014
73784,merge,253.22484970092773,1101002
73784,hybrid,239.30907249450684,1114587
73949,merge,253.41200828552246,1103839
73949,hybrid,239.0730381011963,1117286
73974,merge,252.9470920562744,1104078
73974,hybrid,237.8401756286621,1117434
74063,merge,252.04873085021973,1105569
74063,hybrid,237.80298233032227,1118863
74203,merge,253.22699546813965,1107937
74203,hybrid,241.60003662109375,1121132
74260,merge,253.56411933898926,1108765
74260,hybrid,242.62404441833496,1121950
74373,merge,256.5429210662842,1110865
74373,hybrid,239.55297470092773,1123835
74534,merge,255.67889213562012,1113353
74534,hybrid,240.85116386413574,1126253
74595,merge,263.2009983062744,1114276
74595,hybrid,249.1450309753418,1127020
74661,merge,252.5777816772461,1115832
74661,hybrid,247.27296829223633,1128480
74827,merge,257.0610046386719,1118236
74827,hybrid,243.86835098266602,1130746
74894,merge,256.33811950683594,1119445
74894,hybrid,244.24409866333008,1131956
74991,merge,254.38904762268066,1121058
74991,hybrid,241.46175384521484,1133508
75131,merge,257.94506072998047,1123154
75131,hybrid,243.82805824279785,1135531
75151,merge,258.47911834716797,1123932
75151,hybrid,243.51882934570312,1136282
75275,merge,254.01806831359863,1125409
75275,hybrid,244.40383911132812,1137639
75356,merge,256.314754486084,1127179
75356,hybrid,245.466947555542,1139048
75542,merge,257.7939033508301,1130108
75542,hybrid,242.57302284240723,1141931
75633,merge,258.35704803466797,1131543
75633,hybrid,243.4239387512207,1143422
75665,merge,256.1981678009033,1132228
75665,hybrid,256.1450004577637,1144002
75825,merge,262.99095153808594,1134723
75825,hybrid,252.6237964630127,1146394
75899,merge,261.28196716308594,1135740
75899,hybrid,248.52609634399414,1147275
76044,merge,263.20481300354004,1138297
76044,hybrid,247.83897399902344,1149496
76084,merge,260.73408126831055,1139051
76084,hybrid,253.4959316253662,1150398
76166,merge,262.3939514160156,1140431
76166,hybrid,250.02002716064453,1151607
76335,merge,273.5588550567627,1143077
76335,hybrid,252.1660327911377,1154158
76437,merge,259.8991394042969,1145074
76437,hybrid,248.73995780944824,1155930
76450,merge,260.9710693359375,1144845
76450,hybrid,247.73502349853516,1155720
76580,merge,263.8897895812988,1146879
76580,hybrid,250.68187713623047,1157697
76676,merge,261.760950088501,1148567
76676,hybrid,251.36899948120117,1159272
76780,merge,260.7307434082031,1150601
76780,hybrid,251.3101100921631,1161205
76930,merge,265.2740478515625,1152964
76930,hybrid,253.92484664916992,1163464
