dimension,edges,isDirectional,minWeight,maxWeight,queue,graphInput,time
27,0,False,0,1,heap,adjList,0.00095367431640625
27,0,False,0,1,heap,adjMatrix,0.00286102294921875
27,0,False,0,1,array,adjList,0.00095367431640625
27,0,False,0,1,array,adjMatrix,0.0019073486328125
28,0,False,0,1,heap,adjList,0.00095367431640625
28,0,False,0,1,heap,adjMatrix,0.0030994415283203125
28,0,False,0,1,array,adjList,0.00095367431640625
28,0,False,0,1,array,adjMatrix,0.006198883056640625
29,0,False,0,1,heap,adjList,0.0011920928955078125
29,0,False,0,1,heap,adjMatrix,0.008106231689453125
29,0,False,0,1,array,adjList,0.004291534423828125
29,0,False,0,1,array,adjMatrix,0.0050067901611328125
30,0,False,0,1,heap,adjList,0.0019073486328125
30,0,False,0,1,heap,adjMatrix,0.00286102294921875
30,0,False,0,1,array,adjList,0.0021457672119140625
30,0,False,0,1,array,adjMatrix,0.0026226043701171875
31,0,False,0,1,heap,adjList,0.0019073486328125
31,0,False,0,1,heap,adjMatrix,0.00286102294921875
31,0,False,0,1,array,adjList,0.00095367431640625
31,0,False,0,1,array,adjMatrix,0.004291534423828125
32,0,False,0,1,heap,adjList,0.00095367431640625
32,0,False,0,1,heap,adjMatrix,0.00286102294921875
32,0,False,0,1,array,adjList,0.0007152557373046875
32,0,False,0,1,array,adjMatrix,0.0030994415283203125
33,0,False,0,1,heap,adjList,0.00095367431640625
33,0,False,0,1,heap,adjMatrix,0.00286102294921875
33,0,False,0,1,array,adjList,0.0011920928955078125
33,0,False,0,1,array,adjMatrix,0.0030994415283203125
34,0,False,0,1,heap,adjList,0.0011920928955078125
34,0,False,0,1,heap,adjMatrix,0.0030994415283203125
34,0,False,0,1,array,adjList,0.00095367431640625
34,0,False,0,1,array,adjMatrix,0.0026226043701171875
35,0,False,0,1,heap,adjList,0.00095367431640625
35,0,False,0,1,heap,adjMatrix,0.0040531158447265625
35,0,False,0,1,array,adjList,0.00095367431640625
35,0,False,0,1,array,adjMatrix,0.0030994415283203125
36,0,False,0,1,heap,adjList,0.00095367431640625
36,0,False,0,1,heap,adjMatrix,0.003814697265625
36,0,False,0,1,array,adjList,0.0019073486328125
36,0,False,0,1,array,adjMatrix,0.0040531158447265625
37,0,False,0,1,heap,adjList,0.0007152557373046875
37,0,False,0,1,heap,adjMatrix,0.0069141387939453125
37,0,False,0,1,array,adjList,0.0021457672119140625
37,0,False,0,1,array,adjMatrix,0.003814697265625
38,0,False,0,1,heap,adjList,0.00095367431640625
38,0,False,0,1,heap,adjMatrix,0.0030994415283203125
38,0,False,0,1,array,adjList,0.0
38,0,False,0,1,array,adjMatrix,0.00286102294921875
