dimension,edges,isDirectional,minWeight,maxWeight,algo,time
20,184,False,0,50,dNormal,5.521059036254883
21,205,False,0,50,dHeapNList,159.79909896850586
21,205,False,0,50,dNormal,4.84776496887207
22,227,False,0,50,dHeapNList,180.49216270446777
22,227,False,0,50,dNormal,5.496978759765625
23,250,False,0,50,dHeapNList,226.42207145690918
23,250,False,0,50,dNormal,7.520914077758789
24,273,False,0,50,dHeapNList,268.3267593383789
24,273,False,0,50,dNormal,8.654117584228516
25,297,False,0,50,dHeapNList,347.0568656921387
25,297,False,0,50,dNormal,10.246992111206055
26,322,False,0,50,dHeapNList,364.3221855163574
26,322,False,0,50,dNormal,31.1892032623291
27,345,False,0,50,dHeapNList,427.72912979125977
27,345,False,0,50,dNormal,14.825820922851562
28,368,False,0,50,dHeapNList,533.4689617156982
28,368,False,0,50,dNormal,15.938997268676758
29,397,False,0,50,dHeapNList,616.5890693664551
29,397,False,0,50,dNormal,22.436857223510742
30,425,False,0,50,dHeapNList,709.1131210327148
30,425,False,0,50,dNormal,30.110836029052734
31,456,False,0,50,dHeapNList,820.2121257781982
31,456,False,0,50,dNormal,26.102066040039062
32,487,False,0,50,dHeapNList,1128.6327838897705
32,487,False,0,50,dNormal,35.93015670776367
33,521,False,0,50,dHeapNList,1024.327039718628
33,521,False,0,50,dNormal,34.90304946899414
34,550,False,0,50,dHeapNList,1233.6812019348145
34,550,False,0,50,dNormal,43.615102767944336
35,579,False,0,50,dHeapNList,1264.3940448760986
35,579,False,0,50,dNormal,38.49387168884277
36,614,False,0,50,dHeapNList,1487.7870082855225
36,614,False,0,50,dNormal,78.4292221069336
37,653,False,0,50,dHeapNList,1588.0348682403564
37,653,False,0,50,dNormal,53.09915542602539
38,688,False,0,50,dHeapNList,2181.1320781707764
38,688,False,0,50,dNormal,75.32691955566406
39,733,False,0,50,dHeapNList,2060.943841934204
39,733,False,0,50,dNormal,64.7420883178711
40,769,False,0,50,dHeapNList,2465.996026992798
40,769,False,0,50,dNormal,126.34801864624023
41,806,False,0,50,dHeapNList,2594.0170288085938
41,806,False,0,50,dNormal,89.65206146240234
42,835,False,0,50,dHeapNList,2815.3162002563477
42,835,False,0,50,dNormal,98.07205200195312
43,888,False,0,50,dHeapNList,3264.2531394958496
43,888,False,0,50,dNormal,126.7249584197998
44,930,False,0,50,dHeapNList,3621.798276901245
44,930,False,0,50,dNormal,234.53211784362793
45,972,False,0,50,dHeapNList,3801.84006690979
45,972,False,0,50,dNormal,134.49692726135254
46,1017,False,0,50,dHeapNList,4799.596071243286
46,1017,False,0,50,dNormal,151.6098976135254
47,1059,False,0,50,dHeapNList,4515.705108642578
47,1059,False,0,50,dNormal,141.36695861816406
48,1099,False,0,50,dHeapNList,5396.9011306762695
48,1099,False,0,50,dNormal,197.037935256958
49,1155,False,0,50,dHeapNList,5103.6248207092285
49,1155,False,0,50,dNormal,160.52508354187012
50,1195,False,0,50,dHeapNList,6642.868995666504
50,1195,False,0,50,dNormal,322.69811630249023
51,1252,False,0,50,dHeapNList,6473.532199859619
51,1252,False,0,50,dNormal,273.40078353881836
52,1299,False,0,50,dHeapNList,7365.720987319946
52,1299,False,0,50,dNormal,302.3653030395508
53,1344,False,0,50,dHeapNList,7212.367296218872
53,1344,False,0,50,dNormal,267.5609588623047
54,1396,False,0,50,dHeapNList,8650.350093841553
54,1396,False,0,50,dNormal,325.9081840515137
55,1451,False,0,50,dHeapNList,9731.520891189575
55,1451,False,0,50,dNormal,378.2999515533447
56,1509,False,0,50,dHeapNList,9448.876142501831
56,1509,False,0,50,dNormal,399.08599853515625
57,1566,False,0,50,dHeapNList,9841.45975112915
57,1566,False,0,50,dNormal,362.95223236083984
58,1613,False,0,50,dHeapNList,10778.00178527832
58,1613,False,0,50,dNormal,392.7500247955322
59,1675,False,0,50,dHeapNList,13186.40398979187
59,1675,False,0,50,dNormal,1469.2888259887695
1,0,False,0,50,dHeapNList,0.0030994415283203125
1,0,False,0,50,dNormal,0.0021457672119140625
2,1,False,0,50,dHeapNList,0.007867813110351562
2,1,False,0,50,dNormal,0.0050067901611328125
3,3,False,0,50,dHeapNList,0.01811981201171875
3,3,False,0,50,dNormal,0.010967254638671875
4,6,False,0,50,dHeapNList,0.05602836608886719
4,6,False,0,50,dNormal,0.0209808349609375
5,10,False,0,50,dHeapNList,0.1819133758544922
5,10,False,0,50,dNormal,0.03361701965332031
6,15,False,0,50,dHeapNList,0.46515464782714844
6,15,False,0,50,dNormal,0.05984306335449219
7,21,False,0,50,dHeapNList,0.8230209350585938
7,21,False,0,50,dNormal,0.08177757263183594
8,27,False,0,50,dHeapNList,1.7757415771484375
8,27,False,0,50,dNormal,0.13399124145507812
9,36,False,0,50,dHeapNList,3.587007522583008
9,36,False,0,50,dNormal,0.21028518676757812
10,45,False,0,50,dHeapNList,5.087375640869141
10,45,False,0,50,dNormal,0.2720355987548828
11,55,False,0,50,dHeapNList,8.795976638793945
11,55,False,0,50,dNormal,0.4200935363769531
12,65,False,0,50,dHeapNList,13.119935989379883
12,65,False,0,50,dNormal,0.5869865417480469
13,78,False,0,50,dHeapNList,19.665002822875977
13,78,False,0,50,dNormal,0.8387565612792969
14,89,False,0,50,dHeapNList,24.829387664794922
14,89,False,0,50,dNormal,0.9453296661376953
15,105,False,0,50,dHeapNList,35.43663024902344
15,105,False,0,50,dNormal,1.268148422241211
16,119,False,0,50,dHeapNList,47.846078872680664
16,119,False,0,50,dNormal,1.6248226165771484
17,134,False,0,50,dHeapNList,59.83901023864746
17,134,False,0,50,dNormal,2.0308494567871094
18,151,False,0,50,dHeapNList,76.35211944580078
18,151,False,0,50,dNormal,2.5899410247802734
19,170,False,0,50,dHeapNList,101.61900520324707
19,170,False,0,50,dNormal,4.175901412963867
20,189,False,0,50,dHeapNList,124.70722198486328
20,189,False,0,50,dNormal,4.225015640258789
21,207,False,0,50,dHeapNList,162.76288032531738
21,207,False,0,50,dNormal,5.058050155639648
22,228,False,0,50,dHeapNList,177.49285697937012
22,228,False,0,50,dNormal,5.429983139038086
23,249,False,0,50,dHeapNList,222.0480442047119
23,249,False,0,50,dNormal,6.599187850952148
24,273,False,0,50,dHeapNList,268.77808570861816
24,273,False,0,50,dNormal,9.322881698608398
25,295,False,0,50,dHeapNList,341.0499095916748
25,295,False,0,50,dNormal,10.925054550170898
26,320,False,0,50,dHeapNList,372.5860118865967
26,320,False,0,50,dNormal,12.056112289428711
27,344,False,0,50,dHeapNList,491.7891025543213
27,344,False,0,50,dNormal,15.680074691772461
28,372,False,0,50,dHeapNList,508.03518295288086
28,372,False,0,50,dNormal,17.400264739990234
29,392,False,0,50,dHeapNList,600.5518436431885
29,392,False,0,50,dNormal,19.623994827270508
30,428,False,0,50,dHeapNList,683.9351654052734
30,428,False,0,50,dNormal,26.086091995239258
31,458,False,0,50,dHeapNList,832.1809768676758
31,458,False,0,50,dNormal,26.41010284423828
32,487,False,0,50,dHeapNList,950.0217437744141
32,487,False,0,50,dNormal,30.174970626831055
33,517,False,0,50,dHeapNList,999.0699291229248
33,517,False,0,50,dNormal,41.610002517700195
34,549,False,0,50,dHeapNList,1118.6230182647705
34,549,False,0,50,dNormal,42.56010055541992
35,586,False,0,50,dHeapNList,1510.9539031982422
35,586,False,0,50,dNormal,43.637990951538086
36,616,False,0,50,dHeapNList,1419.7540283203125
36,616,False,0,50,dNormal,52.80613899230957
37,653,False,0,50,dHeapNList,1604.670763015747
37,653,False,0,50,dNormal,56.7929744720459
38,686,False,0,50,dHeapNList,1872.5380897521973
38,686,False,0,50,dNormal,65.80114364624023
39,721,False,0,50,dHeapNList,1959.7680568695068
39,721,False,0,50,dNormal,76.05099678039551
40,761,False,0,50,dHeapNList,2185.8599185943604
40,761,False,0,50,dNormal,66.48898124694824
41,803,False,0,50,dHeapNList,2458.733081817627
41,803,False,0,50,dNormal,101.29475593566895
42,845,False,0,50,dHeapNList,2874.156951904297
42,845,False,0,50,dNormal,98.61922264099121
43,889,False,0,50,dHeapNList,2983.001947402954
43,889,False,0,50,dNormal,103.8818359375
44,927,False,0,50,dHeapNList,3431.5998554229736
44,927,False,0,50,dNormal,112.9908561706543
45,978,False,0,50,dHeapNList,4146.57187461853
45,978,False,0,50,dNormal,177.138090133667
46,1014,False,0,50,dHeapNList,4451.611042022705
46,1014,False,0,50,dNormal,163.88607025146484
47,1053,False,0,50,dHeapNList,4398.051977157593
47,1053,False,0,50,dNormal,156.00895881652832
48,1109,False,0,50,dHeapNList,5516.010046005249
48,1109,False,0,50,dNormal,180.90391159057617
49,1148,False,0,50,dHeapNList,5433.727025985718
49,1148,False,0,50,dNormal,179.61883544921875
50,1202,False,0,50,dHeapNList,6441.6258335113525
50,1202,False,0,50,dNormal,256.9580078125
51,1249,False,0,50,dHeapNList,7012.844085693359
51,1249,False,0,50,dNormal,315.72890281677246
52,1301,False,0,50,dHeapNList,6494.417905807495
52,1301,False,0,50,dNormal,263.3090019226074
53,1355,False,0,50,dHeapNList,8491.53184890747
53,1355,False,0,50,dNormal,264.5430564880371
54,1409,False,0,50,dHeapNList,8257.865190505981
54,1409,False,0,50,dNormal,332.58605003356934
55,1451,False,0,50,dHeapNList,10352.151155471802
55,1451,False,0,50,dNormal,385.0827217102051
56,1511,False,0,50,dHeapNList,11111.421823501587
56,1511,False,0,50,dNormal,588.5422229766846
57,1570,False,0,50,dHeapNList,10270.82109451294
57,1570,False,0,50,dNormal,482.0990562438965
58,1622,False,0,50,dHeapNList,11314.903259277344
58,1622,False,0,50,dNormal,423.1891632080078
59,1674,False,0,50,dHeapNList,12050.862073898315
59,1674,False,0,50,dNormal,629.1561126708984
1,0,False,0,50,dHeapNList,0.00286102294921875
1,0,False,0,50,dNormal,0.0019073486328125
2,1,False,0,50,dHeapNList,0.010013580322265625
2,1,False,0,50,dNormal,0.0050067901611328125
3,3,False,0,50,dHeapNList,0.019788742065429688
3,3,False,0,50,dNormal,0.011205673217773438
4,6,False,0,50,dHeapNList,0.06127357482910156
4,6,False,0,50,dNormal,0.019788742065429688
5,10,False,0,50,dHeapNList,0.17213821411132812
5,10,False,0,50,dNormal,0.03504753112792969
6,15,False,0,50,dHeapNList,0.4291534423828125
6,15,False,0,50,dNormal,0.05817413330078125
7,21,False,0,50,dHeapNList,1.0747909545898438
7,21,False,0,50,dNormal,0.09512901306152344
8,28,False,0,50,dHeapNList,1.97601318359375
8,28,False,0,50,dNormal,0.13780593872070312
9,36,False,0,50,dHeapNList,3.21197509765625
9,36,False,0,50,dNormal,0.20074844360351562
10,45,False,0,50,dHeapNList,5.741119384765625
10,45,False,0,50,dNormal,0.3039836883544922
11,55,False,0,50,dHeapNList,8.64100456237793
11,55,False,0,50,dNormal,0.4229545593261719
12,63,False,0,50,dHeapNList,11.54184341430664
12,63,False,0,50,dNormal,0.5612373352050781
13,77,False,0,50,dHeapNList,18.549680709838867
13,77,False,0,50,dNormal,0.7491111755371094
14,89,False,0,50,dHeapNList,25.793790817260742
14,89,False,0,50,dNormal,1.085042953491211
15,102,False,0,50,dHeapNList,34.30008888244629
15,102,False,0,50,dNormal,1.2409687042236328
16,119,False,0,50,dHeapNList,53.25484275817871
16,119,False,0,50,dNormal,1.8029212951660156
17,135,False,0,50,dHeapNList,62.15500831604004
17,135,False,0,50,dNormal,2.8159618377685547
18,148,False,0,50,dHeapNList,75.78802108764648
18,148,False,0,50,dNormal,2.5162696838378906
19,167,False,0,50,dHeapNList,95.14212608337402
19,167,False,0,50,dNormal,3.3571720123291016
20,186,False,0,50,dHeapNList,134.55605506896973
20,186,False,0,50,dNormal,4.141092300415039
21,208,False,0,50,dHeapNList,153.4121036529541
21,208,False,0,50,dNormal,6.125211715698242
22,226,False,0,50,dHeapNList,184.38100814819336
22,226,False,0,50,dNormal,5.532264709472656
23,248,False,0,50,dHeapNList,221.17209434509277
23,248,False,0,50,dNormal,7.734060287475586
24,270,False,0,50,dHeapNList,256.14070892333984
24,270,False,0,50,dNormal,8.198976516723633
25,293,False,0,50,dHeapNList,334.85889434814453
25,293,False,0,50,dNormal,10.813236236572266
26,320,False,0,50,dHeapNList,375.90694427490234
26,320,False,0,50,dNormal,11.3372802734375
27,347,False,0,50,dHeapNList,474.4880199432373
27,347,False,0,50,dNormal,15.089273452758789
28,375,False,0,50,dHeapNList,518.0461406707764
28,375,False,0,50,dNormal,18.65220069885254
29,399,False,0,50,dHeapNList,585.5128765106201
29,399,False,0,50,dNormal,18.995046615600586
30,425,False,0,50,dHeapNList,656.282901763916
30,425,False,0,50,dNormal,21.236896514892578
31,458,False,0,50,dHeapNList,786.2741947174072
31,458,False,0,50,dNormal,26.94416046142578
32,485,False,0,50,dHeapNList,891.4370536804199
32,485,False,0,50,dNormal,28.0001163482666
33,519,False,0,50,dHeapNList,1070.3439712524414
33,519,False,0,50,dNormal,34.157752990722656
34,552,False,0,50,dHeapNList,1217.5400257110596
34,552,False,0,50,dNormal,40.99106788635254
35,583,False,0,50,dHeapNList,1327.7778625488281
35,583,False,0,50,dNormal,43.43605041503906
36,616,False,0,50,dHeapNList,1566.5159225463867
36,616,False,0,50,dNormal,49.64613914489746
37,654,False,0,50,dHeapNList,1601.2248992919922
37,654,False,0,50,dNormal,64.97001647949219
38,692,False,0,50,dHeapNList,1832.0839405059814
38,692,False,0,50,dNormal,63.469886779785156
39,727,False,0,50,dHeapNList,2018.7010765075684
39,727,False,0,50,dNormal,60.90807914733887
40,769,False,0,50,dHeapNList,2438.5170936584473
40,769,False,0,50,dNormal,103.26290130615234
41,808,False,0,50,dHeapNList,2754.1701793670654
41,808,False,0,50,dNormal,85.01601219177246
42,839,False,0,50,dHeapNList,3068.9480304718018
42,839,False,0,50,dNormal,105.31187057495117
43,882,False,0,50,dHeapNList,3126.054048538208
43,882,False,0,50,dNormal,122.48396873474121
44,930,False,0,50,dHeapNList,3311.2192153930664
44,930,False,0,50,dNormal,124.6490478515625
