
1,0,False,0,50,heap,adjList,0.0
1,0,False,0,50,heap,adjMatrix,0.0
1,0,False,0,50,array,adjList,0.0
1,0,False,0,50,array,adjMatrix,0.0
2,1,False,0,50,heap,adjList,0.0
2,1,False,0,50,heap,adjMatrix,0.0
2,1,False,0,50,array,adjList,0.0
2,1,False,0,50,array,adjMatrix,0.0
3,3,False,0,50,heap,adjList,1.008749008178711
3,3,False,0,50,heap,adjMatrix,0.99945068359375
3,3,False,0,50,array,adjList,0.0
3,3,False,0,50,array,adjMatrix,0.0
4,6,False,0,50,heap,adjList,0.9999275207519531
4,6,False,0,50,heap,adjMatrix,0.995635986328125
4,6,False,0,50,array,adjList,0.0
4,6,False,0,50,array,adjMatrix,0.0
5,9,False,0,50,heap,adjList,0.0
5,9,False,0,50,heap,adjMatrix,1.0123252868652344
5,9,False,0,50,array,adjList,0.0
5,9,False,0,50,array,adjMatrix,0.0
6,14,False,0,50,heap,adjList,0.0
6,14,False,0,50,heap,adjMatrix,1.0097026824951172
6,14,False,0,50,array,adjList,0.0
6,14,False,0,50,array,adjMatrix,0.0
7,21,False,0,50,heap,adjList,2.011537551879883
7,21,False,0,50,heap,adjMatrix,0.9984970092773438
7,21,False,0,50,array,adjList,0.9884834289550781
7,21,False,0,50,array,adjMatrix,0.0
8,28,False,0,50,heap,adjList,1.9843578338623047
8,28,False,0,50,heap,adjMatrix,2.012014389038086
8,28,False,0,50,array,adjList,0.0
8,28,False,0,50,array,adjMatrix,0.0
9,35,False,0,50,heap,adjList,1.9876956939697266
9,35,False,0,50,heap,adjMatrix,1.9936561584472656
9,35,False,0,50,array,adjList,1.012563705444336
9,35,False,0,50,array,adjMatrix,1.010894775390625
10,44,False,0,50,heap,adjList,2.988100051879883
10,44,False,0,50,heap,adjMatrix,5.015373229980469
10,44,False,0,50,array,adjList,1.0118484497070312
10,44,False,0,50,array,adjMatrix,1.0123252868652344
11,55,False,0,50,heap,adjList,4.9896240234375
11,55,False,0,50,heap,adjMatrix,3.9882659912109375
11,55,False,0,50,array,adjList,1.9993782043457031
11,55,False,0,50,array,adjMatrix,1.9886493682861328
12,65,False,0,50,heap,adjList,5.009651184082031
12,65,False,0,50,heap,adjMatrix,5.012989044189453
12,65,False,0,50,array,adjList,1.9979476928710938
12,65,False,0,50,array,adjMatrix,1.9876956939697266
13,78,False,0,50,heap,adjList,5.000114440917969
13,78,False,0,50,heap,adjMatrix,4.988431930541992
13,78,False,0,50,array,adjList,2.012491226196289
13,78,False,0,50,array,adjMatrix,3.000974655151367
14,88,False,0,50,heap,adjList,7.015705108642578
14,88,False,0,50,heap,adjMatrix,7.01594352722168
14,88,False,0,50,array,adjList,2.9878616333007812
14,88,False,0,50,array,adjMatrix,2.99835205078125
15,104,False,0,50,heap,adjList,8.016109466552734
15,104,False,0,50,heap,adjMatrix,10.004520416259766
15,104,False,0,50,array,adjList,3.988027572631836
15,104,False,0,50,array,adjMatrix,3.012418746948242
16,117,False,0,50,heap,adjList,9.99140739440918
16,117,False,0,50,heap,adjMatrix,10.004043579101562
16,117,False,0,50,array,adjList,6.001949310302734
16,117,False,0,50,array,adjMatrix,4.000186920166016
17,135,False,0,50,heap,adjList,14.00136947631836
17,135,False,0,50,heap,adjMatrix,12.991189956665039
17,135,False,0,50,array,adjList,7.004022598266602
17,135,False,0,50,array,adjMatrix,5.003213882446289
18,149,False,0,50,heap,adjList,13.003349304199219
18,149,False,0,50,heap,adjMatrix,14.017105102539062
18,149,False,0,50,array,adjList,7.012367248535156
18,149,False,0,50,array,adjMatrix,6.989717483520508
19,166,False,0,50,heap,adjList,16.003847122192383
19,166,False,0,50,heap,adjMatrix,16.003847122192383
19,166,False,0,50,array,adjList,7.988929748535156
19,166,False,0,50,array,adjMatrix,8.991003036499023
20,184,False,0,50,heap,adjList,21.00396156311035
20,184,False,0,50,heap,adjMatrix,21.01874351501465
20,184,False,0,50,array,adjList,11.99030876159668
20,184,False,0,50,array,adjMatrix,10.998010635375977
21,206,False,0,50,heap,adjList,22.019147872924805
21,206,False,0,50,heap,adjMatrix,28.020620346069336
21,206,False,0,50,array,adjList,12.004375457763672
21,206,False,0,50,array,adjMatrix,13.003110885620117
22,223,False,0,50,heap,adjList,25.003910064697266
22,223,False,0,50,heap,adjMatrix,24.017333984375
22,223,False,0,50,array,adjList,15.01321792602539
22,223,False,0,50,array,adjMatrix,15.015363693237305
23,246,False,0,50,heap,adjList,27.01854705810547
23,246,False,0,50,heap,adjMatrix,28.019428253173828
23,246,False,0,50,array,adjList,18.004179000854492
23,246,False,0,50,array,adjMatrix,27.02021598815918
24,271,False,0,50,heap,adjList,41.013240814208984
24,271,False,0,50,heap,adjMatrix,34.004926681518555
24,271,False,0,50,array,adjList,25.00438690185547
24,271,False,0,50,array,adjMatrix,29.019832611083984
25,292,False,0,50,heap,adjList,40.019989013671875
25,292,False,0,50,heap,adjMatrix,54.00538444519043
25,292,False,0,50,array,adjList,26.00574493408203
25,292,False,0,50,array,adjMatrix,45.02224922180176
26,320,False,0,50,heap,adjList,56.002140045166016
26,320,False,0,50,heap,adjMatrix,52.01268196105957
26,320,False,0,50,array,adjList,68.01533699035645
