
26,320,False,0,50,array,adjMatrix,40.009260177612305
27,345,False,0,50,heap,adjList,43.010711669921875
27,345,False,0,50,heap,adjMatrix,42.00935363769531
27,345,False,0,50,array,adjList,32.00674057006836
27,345,False,0,50,array,adjMatrix,33.00762176513672
28,374,False,0,50,heap,adjList,50.99987983703613
28,374,False,0,50,heap,adjMatrix,47.02019691467285
28,374,False,0,50,array,adjList,37.018775939941406
28,374,False,0,50,array,adjMatrix,40.009498596191406
29,400,False,0,50,heap,adjList,52.02507972717285
29,400,False,0,50,heap,adjMatrix,53.009986877441406
29,400,False,0,50,array,adjList,43.00975799560547
29,400,False,0,50,array,adjMatrix,44.00944709777832
30,429,False,0,50,heap,adjList,59.00073051452637
30,429,False,0,50,heap,adjMatrix,58.027029037475586
30,429,False,0,50,array,adjList,51.0256290435791
30,429,False,0,50,array,adjMatrix,55.01246452331543
31,459,False,0,50,heap,adjList,63.01283836364746
31,459,False,0,50,heap,adjMatrix,69.00382041931152
31,459,False,0,50,array,adjList,68.01700592041016
31,459,False,0,50,array,adjMatrix,65.01293182373047
32,480,False,0,50,heap,adjList,92.00930595397949
32,480,False,0,50,heap,adjMatrix,68.02845001220703
32,480,False,0,50,array,adjList,62.00289726257324
32,480,False,0,50,array,adjMatrix,74.02825355529785
33,518,False,0,50,heap,adjList,74.02896881103516
33,518,False,0,50,heap,adjMatrix,84.00535583496094
33,518,False,0,50,array,adjList,82.01861381530762
33,518,False,0,50,array,adjMatrix,94.01965141296387
34,552,False,0,50,heap,adjList,85.01935005187988
34,552,False,0,50,heap,adjMatrix,92.03457832336426
34,552,False,0,50,array,adjList,82.01861381530762
34,552,False,0,50,array,adjMatrix,91.0193920135498
35,581,False,0,50,heap,adjList,126.02853775024414
35,581,False,0,50,heap,adjMatrix,95.0324535369873
35,581,False,0,50,array,adjList,117.01703071594238
35,581,False,0,50,array,adjMatrix,98.0367660522461
36,614,False,0,50,heap,adjList,102.02527046203613
36,614,False,0,50,heap,adjMatrix,113.02495002746582
36,614,False,0,50,array,adjList,125.02670288085938
36,614,False,0,50,array,adjMatrix,94.02322769165039
37,651,False,0,50,heap,adjList,106.02426528930664
37,651,False,0,50,heap,adjMatrix,121.02842330932617
37,651,False,0,50,array,adjList,120.03803253173828
37,651,False,0,50,array,adjMatrix,107.0256233215332
38,690,False,0,50,heap,adjList,130.02943992614746
38,690,False,0,50,heap,adjMatrix,112.03598976135254
38,690,False,0,50,array,adjList,107.02133178710938
38,690,False,0,50,array,adjMatrix,113.02447319030762
39,727,False,0,50,heap,adjList,105.03506660461426
39,727,False,0,50,heap,adjMatrix,104.0346622467041
39,727,False,0,50,array,adjList,147.0348834991455
39,727,False,0,50,array,adjMatrix,117.01416969299316
40,766,False,0,50,heap,adjList,113.03472518920898
40,766,False,0,50,heap,adjMatrix,119.02546882629395
40,766,False,0,50,array,adjList,129.0290355682373
40,766,False,0,50,array,adjMatrix,121.02770805358887
41,805,False,0,50,heap,adjList,137.03274726867676
41,805,False,0,50,heap,adjMatrix,114.02654647827148
41,805,False,0,50,array,adjList,136.04235649108887
41,805,False,0,50,array,adjMatrix,134.0320110321045
42,845,False,0,50,heap,adjList,122.03860282897949
42,845,False,0,50,heap,adjMatrix,141.03198051452637
42,845,False,0,50,array,adjList,158.0359935760498
42,845,False,0,50,array,adjMatrix,153.03468704223633
43,877,False,0,50,heap,adjList,130.02967834472656
43,877,False,0,50,heap,adjMatrix,141.03198051452637
43,877,False,0,50,array,adjList,227.04005241394043
43,877,False,0,50,array,adjMatrix,162.0783805847168
44,933,False,0,50,heap,adjList,167.0365333557129
44,933,False,0,50,heap,adjMatrix,163.04802894592285
44,933,False,0,50,array,adjList,186.22493743896484
44,933,False,0,50,array,adjMatrix,207.05747604370117
45,971,False,0,50,heap,adjList,155.2901268005371
45,971,False,0,50,heap,adjMatrix,155.03668785095215
45,971,False,0,50,array,adjList,227.0498275756836
45,971,False,0,50,array,adjMatrix,215.04855155944824
46,1010,False,0,50,heap,adjList,163.03730010986328
46,1010,False,0,50,heap,adjMatrix,163.03706169128418
46,1010,False,0,50,array,adjList,218.06097030639648
46,1010,False,0,50,array,adjMatrix,244.05694007873535
47,1068,False,0,50,heap,adjList,193.04370880126953
47,1068,False,0,50,heap,adjMatrix,175.02856254577637
47,1068,False,0,50,array,adjList,241.4572238922119
47,1068,False,0,50,array,adjMatrix,242.3417568206787
48,1105,False,0,50,heap,adjList,208.04738998413086
48,1105,False,0,50,heap,adjMatrix,193.0532455444336
48,1105,False,0,50,array,adjList,258.04877281188965
48,1105,False,0,50,array,adjMatrix,274.07169342041016
49,1150,False,0,50,heap,adjList,186.0513687133789
49,1150,False,0,50,heap,adjMatrix,198.0438232421875
49,1150,False,0,50,array,adjList,277.1744728088379
49,1150,False,0,50,array,adjMatrix,282.0549011230469
